date,Year,Month,Day,class,CC.Season,Season,Treatment,Rate,metabo.type,precip.cat
7/17/2009,2009,7,17,No CC,No CC,Summer,Pre,-1.799711685,HR,High
7/18/2009,2009,7,18,No CC,No CC,Summer,Pre,-1.33370333,HR,Elevated
7/19/2009,2009,7,19,No CC,No CC,Summer,Pre,-1.237608462,HR,Zero
7/22/2009,2009,7,22,No CC,No CC,Summer,Pre,-2.882293857,HR,Zero
7/23/2009,2009,7,23,No CC,No CC,Summer,Pre,-1.344976078,HR,Elevated
7/24/2009,2009,7,24,No CC,No CC,Summer,Pre,-1.595278753,HR,Zero
7/25/2009,2009,7,25,No CC,No CC,Summer,Pre,-1.435950609,HR,Elevated
7/26/2009,2009,7,26,No CC,No CC,Summer,Pre,-1.855852218,HR,Zero
7/27/2009,2009,7,27,No CC,No CC,Summer,Pre,-1.966104772,HR,Elevated
7/28/2009,2009,7,28,No CC,No CC,Summer,Pre,-2.096732895,HR,Zero
7/29/2009,2009,7,29,No CC,No CC,Summer,Pre,-1.6885129,HR,Elevated
7/30/2009,2009,7,30,No CC,No CC,Summer,Pre,-1.581019229,HR,Zero
7/31/2009,2009,7,31,No CC,No CC,Summer,Pre,-0.919379033,HR,Zero
8/1/2009,2009,8,1,No CC,No CC,Summer,Pre,-1.676105652,HR,Zero
8/2/2009,2009,8,2,No CC,No CC,Summer,Pre,-1.062457226,HR,Elevated
8/11/2009,2009,8,11,No CC,No CC,Summer,Pre,-3.501280343,HR,Zero
8/12/2009,2009,8,12,No CC,No CC,Summer,Pre,-2.223103823,HR,High
8/13/2009,2009,8,13,No CC,No CC,Summer,Pre,-2.223729125,HR,Zero
8/14/2009,2009,8,14,No CC,No CC,Summer,Pre,-2.104431664,HR,Zero
8/15/2009,2009,8,15,No CC,No CC,Summer,Pre,-2.007219835,HR,Zero
8/16/2009,2009,8,16,No CC,No CC,Summer,Pre,-6.273124021,HR,Zero
8/17/2009,2009,8,17,No CC,No CC,Summer,Pre,-15.12421509,HR,High
8/18/2009,2009,8,18,No CC,No CC,Summer,Pre,-1.432151605,HR,High
8/19/2009,2009,8,19,No CC,No CC,Summer,Pre,-4.734565873,HR,Zero
8/20/2009,2009,8,20,No CC,No CC,Summer,Pre,-4.430606322,HR,Elevated
8/21/2009,2009,8,21,No CC,No CC,Summer,Pre,-6.021274429,HR,Elevated
8/22/2009,2009,8,22,No CC,No CC,Summer,Pre,-4.148814331,HR,Elevated
8/23/2009,2009,8,23,No CC,No CC,Summer,Pre,-3.19953623,HR,Elevated
8/25/2009,2009,8,25,No CC,No CC,Summer,Pre,-2.595162538,HR,Zero
8/26/2009,2009,8,26,No CC,No CC,Summer,Pre,-3.20928713,HR,Zero
8/27/2009,2009,8,27,No CC,No CC,Summer,Pre,-2.564136798,HR,Elevated
8/28/2009,2009,8,28,No CC,No CC,Summer,Pre,-3.591632257,HR,Elevated
8/29/2009,2009,8,29,No CC,No CC,Summer,Pre,-2.780891399,HR,Elevated
8/30/2009,2009,8,30,No CC,No CC,Summer,Pre,-2.505376195,HR,Elevated
8/31/2009,2009,8,31,No CC,No CC,Summer,Pre,-2.385134198,HR,Zero
9/1/2009,2009,9,1,No CC,No CC,Summer,Pre,-2.194517779,HR,Zero
9/2/2009,2009,9,2,No CC,No CC,Summer,Pre,-2.093959383,HR,Zero
9/3/2009,2009,9,3,No CC,No CC,Summer,Pre,-2.007241764,HR,Zero
9/4/2009,2009,9,4,No CC,No CC,Summer,Pre,-1.985609234,HR,Zero
9/5/2009,2009,9,5,No CC,No CC,Summer,Pre,-1.832423947,HR,Zero
9/6/2009,2009,9,6,No CC,No CC,Summer,Pre,-1.904112867,HR,Zero
9/7/2009,2009,9,7,No CC,No CC,Summer,Pre,-1.863801152,HR,Elevated
9/10/2009,2009,9,10,No CC,No CC,Summer,Pre,-1.560355748,HR,Elevated
9/11/2009,2009,9,11,No CC,No CC,Summer,Pre,-1.561371632,HR,Zero
9/12/2009,2009,9,12,No CC,No CC,Summer,Pre,-1.662278943,HR,Zero
9/13/2009,2009,9,13,No CC,No CC,Summer,Pre,-1.629460434,HR,Zero
9/14/2009,2009,9,14,No CC,No CC,Summer,Pre,-1.557556151,HR,Zero
9/15/2009,2009,9,15,No CC,No CC,Summer,Pre,-1.614573784,HR,Zero
9/16/2009,2009,9,16,No CC,No CC,Summer,Pre,-1.615416647,HR,Zero
9/17/2009,2009,9,17,No CC,No CC,Summer,Pre,-1.617614357,HR,Zero
9/18/2009,2009,9,18,No CC,No CC,Summer,Pre,-1.669813744,HR,Zero
9/19/2009,2009,9,19,No CC,No CC,Summer,Pre,-1.666238577,HR,Zero
9/20/2009,2009,9,20,No CC,No CC,Summer,Pre,-2.236556012,HR,Zero
9/29/2009,2009,9,29,No CC,No CC,Summer,Pre,-1.647330157,HR,Zero
9/30/2009,2009,9,30,No CC,No CC,Summer,Pre,-1.589213171,HR,Elevated
10/1/2009,2009,10,1,Early CC,CC,Fall,Pre,-1.932786007,HR,Zero
10/2/2009,2009,10,2,Early CC,CC,Fall,Pre,-1.892164241,HR,High
10/3/2009,2009,10,3,Early CC,CC,Fall,Pre,-1.553460601,HR,Elevated
10/4/2009,2009,10,4,Early CC,CC,Fall,Pre,-1.410510466,HR,Elevated
10/5/2009,2009,10,5,Early CC,CC,Fall,Pre,-1.604975066,HR,Zero
10/6/2009,2009,10,6,Early CC,CC,Fall,Pre,-1.771076455,HR,Zero
10/7/2009,2009,10,7,Early CC,CC,Fall,Pre,-1.594770679,HR,Elevated
10/8/2009,2009,10,8,Early CC,CC,Fall,Pre,-1.86955167,HR,Zero
10/9/2009,2009,10,9,Early CC,CC,Fall,Pre,-2.578753602,HR,Elevated
10/10/2009,2009,10,10,Early CC,CC,Fall,Pre,-0.8888118,HR,Elevated
10/11/2009,2009,10,11,Early CC,CC,Fall,Pre,-0.95053814,HR,Zero
10/12/2009,2009,10,12,Early CC,CC,Fall,Pre,-0.82274815,HR,Zero
10/14/2009,2009,10,14,Early CC,CC,Fall,Pre,-1.199127287,HR,Elevated
10/15/2009,2009,10,15,Early CC,CC,Fall,Pre,-1.068510176,HR,Elevated
10/16/2009,2009,10,16,Early CC,CC,Fall,Pre,-0.860656868,HR,Elevated
10/17/2009,2009,10,17,Early CC,CC,Fall,Pre,-0.831226186,HR,Zero
10/18/2009,2009,10,18,Early CC,CC,Fall,Pre,-0.99148511,HR,Zero
10/19/2009,2009,10,19,Early CC,CC,Fall,Pre,-1.259478736,HR,Zero
10/20/2009,2009,10,20,Early CC,CC,Fall,Pre,-1.4236127,HR,Zero
10/21/2009,2009,10,21,Early CC,CC,Fall,Pre,-1.129533727,HR,Zero
10/22/2009,2009,10,22,Early CC,CC,Fall,Pre,-3.71709695,HR,Zero
10/26/2009,2009,10,26,Early CC,CC,Fall,Pre,-2.081077181,HR,Zero
10/27/2009,2009,10,27,Early CC,CC,Fall,Pre,-2.355857153,HR,Elevated
10/28/2009,2009,10,28,Early CC,CC,Fall,Pre,-1.553399841,HR,Elevated
10/29/2009,2009,10,29,Early CC,CC,Fall,Pre,-0.959444209,HR,Zero
10/30/2009,2009,10,30,Early CC,CC,Fall,Pre,-3.016620386,HR,Elevated
10/31/2009,2009,10,31,Early CC,CC,Fall,Pre,-1.257994702,HR,High
11/1/2009,2009,11,1,Early CC,CC,Fall,Pre,-1.763293759,HR,Zero
11/2/2009,2009,11,2,Early CC,CC,Fall,Pre,-2.502572924,HR,Zero
11/3/2009,2009,11,3,Early CC,CC,Fall,Pre,-2.032153975,HR,Zero
11/4/2009,2009,11,4,Early CC,CC,Fall,Pre,-1.904683599,HR,Zero
11/5/2009,2009,11,5,Early CC,CC,Fall,Pre,-1.686377427,HR,Zero
11/6/2009,2009,11,6,Early CC,CC,Fall,Pre,-1.745597247,HR,Zero
11/7/2009,2009,11,7,Early CC,CC,Fall,Pre,-1.99744845,HR,Zero
11/8/2009,2009,11,8,Early CC,CC,Fall,Pre,-1.8451743,HR,Zero
11/10/2009,2009,11,10,Early CC,CC,Fall,Pre,-1.315871861,HR,Zero
11/11/2009,2009,11,11,Early CC,CC,Fall,Pre,-1.130457455,HR,Zero
11/12/2009,2009,11,12,Early CC,CC,Fall,Pre,-1.236827703,HR,Zero
11/13/2009,2009,11,13,Early CC,CC,Fall,Pre,-1.295254009,HR,Zero
11/14/2009,2009,11,14,Early CC,CC,Fall,Pre,-1.435333713,HR,Zero
11/15/2009,2009,11,15,Early CC,CC,Fall,Pre,-1.478853096,HR,Zero
11/16/2009,2009,11,16,Early CC,CC,Fall,Pre,-1.387414323,HR,Elevated
11/17/2009,2009,11,17,Early CC,CC,Fall,Pre,-1.384619215,HR,Elevated
11/18/2009,2009,11,18,Early CC,CC,Fall,Pre,-1.935428134,HR,Elevated
11/19/2009,2009,11,19,Early CC,CC,Fall,Pre,-1.811850636,HR,Elevated
11/20/2009,2009,11,20,Early CC,CC,Fall,Pre,-1.400409749,HR,Elevated
11/21/2009,2009,11,21,Early CC,CC,Fall,Pre,-1.325484379,HR,Zero
11/22/2009,2009,11,22,Early CC,CC,Fall,Pre,-1.337704738,HR,Zero
11/23/2009,2009,11,23,Early CC,CC,Fall,Pre,-1.35560581,HR,Zero
11/24/2009,2009,11,24,Early CC,CC,Fall,Pre,-1.878359993,HR,Zero
11/25/2009,2009,11,25,Early CC,CC,Fall,Pre,-2.380292942,HR,Elevated
11/26/2009,2009,11,26,Early CC,CC,Fall,Pre,-2.431031435,HR,Elevated
11/27/2009,2009,11,27,Early CC,CC,Fall,Pre,-1.539676385,HR,Elevated
11/28/2009,2009,11,28,Early CC,CC,Fall,Pre,-1.735012464,HR,Zero
11/29/2009,2009,11,29,Early CC,CC,Fall,Pre,-2.076827548,HR,Zero
11/30/2009,2009,11,30,Early CC,CC,Fall,Pre,-1.313579553,HR,Elevated
12/1/2009,2009,12,1,Early CC,CC,Winter,Pre,-1.402410465,HR,Zero
12/2/2009,2009,12,2,Early CC,CC,Winter,Pre,-3.083441225,HR,Zero
12/3/2009,2009,12,3,Early CC,CC,Winter,Pre,-1.43755409,HR,Elevated
12/4/2009,2009,12,4,Early CC,CC,Winter,Pre,-1.738157145,HR,Zero
12/5/2009,2009,12,5,Early CC,CC,Winter,Pre,-1.70425866,HR,Zero
12/6/2009,2009,12,6,Early CC,CC,Winter,Pre,-1.511245488,HR,Zero
1/5/2010,2010,1,5,Early CC,CC,Winter,Pre,-2.39395147,HR,Elevated
1/6/2010,2010,1,6,Early CC,CC,Winter,Pre,-2.348026589,HR,Zero
1/7/2010,2010,1,7,Early CC,CC,Winter,Pre,-3.098470603,HR,Elevated
1/8/2010,2010,1,8,Early CC,CC,Winter,Pre,-3.204221724,HR,Elevated
1/9/2010,2010,1,9,Early CC,CC,Winter,Pre,-3.092714478,HR,Zero
1/10/2010,2010,1,10,Early CC,CC,Winter,Pre,-3.587950116,HR,Zero
1/11/2010,2010,1,11,Early CC,CC,Winter,Pre,-4.151569638,HR,Zero
1/12/2010,2010,1,12,Early CC,CC,Winter,Pre,-3.562583135,HR,Zero
1/13/2010,2010,1,13,Early CC,CC,Winter,Pre,-3.556031041,HR,Zero
1/14/2010,2010,1,14,Early CC,CC,Winter,Pre,-3.837342662,HR,Zero
1/15/2010,2010,1,15,Early CC,CC,Winter,Pre,-3.803172322,HR,Zero
1/16/2010,2010,1,16,Early CC,CC,Winter,Pre,-3.328048378,HR,Zero
1/17/2010,2010,1,17,Early CC,CC,Winter,Pre,-3.421239959,HR,Zero
1/28/2010,2010,1,28,Early CC,CC,Winter,Pre,-2.970970607,HR,Elevated
1/29/2010,2010,1,29,Early CC,CC,Winter,Pre,-6.19193241,HR,Zero
1/30/2010,2010,1,30,Early CC,CC,Winter,Pre,-5.141890704,HR,Zero
1/31/2010,2010,1,31,Early CC,CC,Winter,Pre,-5.665360581,HR,Zero
2/1/2010,2010,2,1,Early CC,CC,Winter,Pre,-3.238932871,HR,Zero
2/2/2010,2010,2,2,Early CC,CC,Winter,Pre,-4.057907582,HR,Zero
2/3/2010,2010,2,3,Early CC,CC,Winter,Pre,-3.922396131,HR,Zero
2/4/2010,2010,2,4,Early CC,CC,Winter,Pre,-4.281820712,HR,Zero
2/5/2010,2010,2,5,Early CC,CC,Winter,Pre,-5.500497995,HR,Zero
2/6/2010,2010,2,6,Early CC,CC,Winter,Pre,-5.292328519,HR,Elevated
2/7/2010,2010,2,7,Early CC,CC,Winter,Pre,-5.917683012,HR,Zero
2/8/2010,2010,2,8,Early CC,CC,Winter,Pre,-6.132904376,HR,Zero
2/9/2010,2010,2,9,Early CC,CC,Winter,Pre,-6.579542567,HR,Elevated
2/10/2010,2010,2,10,Early CC,CC,Winter,Pre,-6.399789654,HR,Elevated
2/11/2010,2010,2,11,Early CC,CC,Winter,Pre,-6.130737919,HR,Zero
2/12/2010,2010,2,12,Early CC,CC,Winter,Pre,-7.609680731,HR,Zero
2/13/2010,2010,2,13,Early CC,CC,Winter,Pre,-7.908926777,HR,Zero
2/14/2010,2010,2,14,Early CC,CC,Winter,Pre,-8.733742984,HR,Zero
2/15/2010,2010,2,15,Early CC,CC,Winter,Pre,-8.938914058,HR,Zero
2/17/2010,2010,2,17,Early CC,CC,Winter,Pre,-2.410171502,HR,Elevated
2/18/2010,2010,2,18,Early CC,CC,Winter,Pre,-2.801427671,HR,Zero
2/19/2010,2010,2,19,Early CC,CC,Winter,Pre,-3.003944724,HR,Zero
2/20/2010,2010,2,20,Early CC,CC,Winter,Pre,-1.647679993,HR,Zero
2/21/2010,2010,2,21,Early CC,CC,Winter,Pre,-1.18438677,HR,Elevated
2/22/2010,2010,2,22,Early CC,CC,Winter,Pre,-2.286010489,HR,Elevated
2/23/2010,2010,2,23,Early CC,CC,Winter,Pre,-1.235345495,HR,Elevated
2/24/2010,2010,2,24,Early CC,CC,Winter,Pre,-0.575122822,HR,Elevated
2/25/2010,2010,2,25,Early CC,CC,Winter,Pre,-0.357699809,HR,Zero
2/26/2010,2010,2,26,Early CC,CC,Winter,Pre,-0.71821799,HR,Zero
2/27/2010,2010,2,27,Early CC,CC,Winter,Pre,-0.522161057,HR,Elevated
2/28/2010,2010,2,28,Early CC,CC,Winter,Pre,-0.379741016,HR,Elevated
3/1/2010,2010,3,1,Late CC,CC,Winter,Pre,-0.891501099,HR,Zero
3/2/2010,2010,3,2,Late CC,CC,Winter,Pre,-1.457386104,HR,Zero
3/3/2010,2010,3,3,Late CC,CC,Winter,Pre,-1.361492261,HR,Zero
3/4/2010,2010,3,4,Late CC,CC,Winter,Pre,-1.153904312,HR,Zero
3/5/2010,2010,3,5,Late CC,CC,Winter,Pre,-0.814039216,HR,Zero
3/6/2010,2010,3,6,Late CC,CC,Winter,Pre,-0.802261991,HR,Zero
3/7/2010,2010,3,7,Late CC,CC,Winter,Pre,-1.259992566,HR,Zero
3/8/2010,2010,3,8,Late CC,CC,Winter,Pre,-0.647516436,HR,Elevated
3/9/2010,2010,3,9,Late CC,CC,Winter,Pre,-1.401295258,HR,Zero
3/10/2010,2010,3,10,Late CC,CC,Winter,Pre,-1.348132397,HR,Elevated
3/11/2010,2010,3,11,Late CC,CC,Winter,Pre,-2.955706081,HR,Zero
3/12/2010,2010,3,12,Late CC,CC,Winter,Pre,-5.631386917,HR,Elevated
3/13/2010,2010,3,13,Late CC,CC,Winter,Pre,-8.062010647,HR,Elevated
3/14/2010,2010,3,14,Late CC,CC,Winter,Pre,-17.07539922,HR,Elevated
3/18/2010,2010,3,18,Late CC,CC,Winter,Pre,-0.794778876,HR,Zero
3/19/2010,2010,3,19,Late CC,CC,Winter,Pre,-0.632156963,HR,Zero
3/20/2010,2010,3,20,Late CC,CC,Winter,Pre,-0.354665009,HR,Zero
3/21/2010,2010,3,21,Late CC,CC,Winter,Pre,-0.604206281,HR,Zero
3/22/2010,2010,3,22,Late CC,CC,Winter,Pre,-0.675604856,HR,Zero
3/23/2010,2010,3,23,Late CC,CC,Winter,Pre,-0.199107111,HR,Elevated
3/24/2010,2010,3,24,Late CC,CC,Winter,Pre,-0.447907254,HR,Zero
3/25/2010,2010,3,25,Late CC,CC,Winter,Pre,-1.495972811,HR,Elevated
3/26/2010,2010,3,26,Late CC,CC,Winter,Pre,0.160388208,HR,Elevated
3/27/2010,2010,3,27,Late CC,CC,Winter,Pre,-0.177804961,HR,Zero
3/28/2010,2010,3,28,Late CC,CC,Winter,Pre,-2.770027193,HR,Zero
3/30/2010,2010,3,30,Late CC,CC,Winter,Pre,-1.161267727,HR,Zero
3/31/2010,2010,3,31,Late CC,CC,Winter,Pre,-1.132818379,HR,Zero
4/1/2010,2010,4,1,Late CC,CC,Spring,Pre,-0.853708427,HR,Zero
4/2/2010,2010,4,2,Late CC,CC,Spring,Pre,-0.335226134,HR,Zero
4/3/2010,2010,4,3,Late CC,CC,Spring,Pre,-0.647220511,HR,Zero
4/4/2010,2010,4,4,Late CC,CC,Spring,Pre,-0.585948361,HR,Elevated
4/5/2010,2010,4,5,Late CC,CC,Spring,Pre,-0.481544814,HR,Elevated
4/6/2010,2010,4,6,Late CC,CC,Spring,Pre,-1.827952024,HR,Zero
4/7/2010,2010,4,7,Late CC,CC,Spring,Pre,-6.799339403,HR,Elevated
4/8/2010,2010,4,8,Late CC,CC,Spring,Pre,-1.607592203,HR,Elevated
4/9/2010,2010,4,9,Late CC,CC,Spring,Pre,-0.301887954,HR,Elevated
4/10/2010,2010,4,10,Late CC,CC,Spring,Pre,-0.428106276,HR,Zero
4/11/2010,2010,4,11,Late CC,CC,Spring,Pre,-0.088018087,HR,Zero
4/13/2010,2010,4,13,Late CC,CC,Spring,Pre,-0.603327651,HR,Zero
4/14/2010,2010,4,14,Late CC,CC,Spring,Pre,-0.995876804,HR,Zero
4/15/2010,2010,4,15,Late CC,CC,Spring,Pre,-1.293884799,HR,Zero
4/16/2010,2010,4,16,Late CC,CC,Spring,Pre,-2.033616684,HR,Zero
4/17/2010,2010,4,17,Late CC,CC,Spring,Pre,-0.831996685,HR,Elevated
4/18/2010,2010,4,18,Late CC,CC,Spring,Pre,-1.195948764,HR,Zero
4/19/2010,2010,4,19,Late CC,CC,Spring,Pre,-1.06178192,HR,Zero
4/20/2010,2010,4,20,Late CC,CC,Spring,Pre,-1.164363463,HR,Zero
4/21/2010,2010,4,21,Late CC,CC,Spring,Pre,-1.813957637,HR,Zero
4/22/2010,2010,4,22,Late CC,CC,Spring,Pre,-2.186322049,HR,Zero
4/23/2010,2010,4,23,Late CC,CC,Spring,Pre,-3.343842692,HR,Zero
4/24/2010,2010,4,24,Late CC,CC,Spring,Pre,-3.63650945,HR,Elevated
4/25/2010,2010,4,25,Late CC,CC,Spring,Pre,-11.78731021,HR,Elevated
4/30/2010,2010,4,30,Late CC,CC,Spring,Pre,-1.483071245,HR,Zero
5/1/2010,2010,5,1,Late CC,No CC,Spring,Pre,-2.485283841,HR,Elevated
5/2/2010,2010,5,2,Late CC,No CC,Spring,Pre,-2.132412182,HR,Elevated
5/3/2010,2010,5,3,Late CC,No CC,Spring,Pre,-0.042870532,HR,Elevated
5/4/2010,2010,5,4,Late CC,No CC,Spring,Pre,-1.039964535,HR,Elevated
5/5/2010,2010,5,5,Late CC,No CC,Spring,Pre,0.795446746,HR,Zero
5/6/2010,2010,5,6,Late CC,No CC,Spring,Pre,0.736700949,HR,Elevated
5/7/2010,2010,5,7,Late CC,No CC,Spring,Pre,-0.934334731,HR,Elevated
5/8/2010,2010,5,8,Late CC,No CC,Spring,Pre,1.041548422,HR,Elevated
5/9/2010,2010,5,9,Late CC,No CC,Spring,Pre,1.280609887,HR,Zero
5/13/2010,2010,5,13,Late CC,No CC,Spring,Pre,-3.386197178,HR,Elevated
5/14/2010,2010,5,14,Late CC,No CC,Spring,Pre,-2.331975711,HR,Zero
5/15/2010,2010,5,15,Late CC,No CC,Spring,Pre,-2.857480375,HR,Zero
5/16/2010,2010,5,16,Late CC,No CC,Spring,Pre,-2.177236489,HR,Elevated
5/17/2010,2010,5,17,Late CC,No CC,Spring,Pre,-4.938418696,HR,Zero
5/18/2010,2010,5,18,Late CC,No CC,Spring,Pre,-3.405495428,HR,High
5/19/2010,2010,5,19,Late CC,No CC,Spring,Pre,-2.821698186,HR,Elevated
5/20/2010,2010,5,20,Late CC,No CC,Spring,Pre,-3.814099218,HR,Zero
5/25/2010,2010,5,25,Late CC,No CC,Spring,Pre,-4.590154712,HR,Zero
5/26/2010,2010,5,26,Late CC,No CC,Spring,Pre,-4.684780778,HR,Zero
5/27/2010,2010,5,27,Late CC,No CC,Spring,Pre,-4.464048726,HR,Zero
5/28/2010,2010,5,28,Late CC,No CC,Spring,Pre,-4.00814118,HR,Zero
5/29/2010,2010,5,29,Late CC,No CC,Spring,Pre,-3.24062893,HR,Zero
6/8/2010,2010,6,8,No CC,No CC,Spring,Pre,-4.970742341,HR,Zero
6/9/2010,2010,6,9,No CC,No CC,Spring,Pre,-3.798026519,HR,Elevated
6/10/2010,2010,6,10,No CC,No CC,Spring,Pre,-4.058738293,HR,Zero
6/11/2010,2010,6,11,No CC,No CC,Spring,Pre,-8.562668712,HR,Zero
6/12/2010,2010,6,12,No CC,No CC,Spring,Pre,-8.234671405,HR,Elevated
6/13/2010,2010,6,13,No CC,No CC,Spring,Pre,-5.810229477,HR,Elevated
6/14/2010,2010,6,14,No CC,No CC,Spring,Pre,-4.697382851,HR,Zero
6/15/2010,2010,6,15,No CC,No CC,Spring,Pre,-4.963401197,HR,Elevated
6/16/2010,2010,6,16,No CC,No CC,Spring,Pre,-5.113086451,HR,Elevated
6/17/2010,2010,6,17,No CC,No CC,Spring,Pre,-5.881547915,HR,Zero
6/18/2010,2010,6,18,No CC,No CC,Spring,Pre,-8.880289888,HR,Zero
6/19/2010,2010,6,19,No CC,No CC,Spring,Pre,-8.922702091,HR,High
6/20/2010,2010,6,20,No CC,No CC,Spring,Pre,-7.256275034,HR,Zero
6/22/2010,2010,6,22,No CC,No CC,Spring,Pre,-8.187227143,HR,Elevated
6/23/2010,2010,6,23,No CC,No CC,Spring,Pre,-6.242923955,HR,Zero
6/24/2010,2010,6,24,No CC,No CC,Spring,Pre,-6.757938399,HR,High
6/25/2010,2010,6,25,No CC,No CC,Spring,Pre,-5.378801192,HR,Zero
6/26/2010,2010,6,26,No CC,No CC,Spring,Pre,-5.465307914,HR,Zero
6/27/2010,2010,6,27,No CC,No CC,Spring,Pre,-8.336108664,HR,Elevated
6/28/2010,2010,6,28,No CC,No CC,Spring,Pre,-6.910601829,HR,High
1/1/2011,2011,1,1,No CC,CC,Winter,Pre,-0.756660357,HR,Elevated
1/2/2011,2011,1,2,No CC,CC,Winter,Pre,-0.949463148,HR,Zero
1/6/2011,2011,1,6,No CC,CC,Winter,Pre,-0.413489512,HR,Zero
1/7/2011,2011,1,7,No CC,CC,Winter,Pre,-0.431052861,HR,Elevated
1/8/2011,2011,1,8,No CC,CC,Winter,Pre,-0.505155668,HR,Elevated
1/9/2011,2011,1,9,No CC,CC,Winter,Pre,-0.471722249,HR,Zero
1/10/2011,2011,1,10,No CC,CC,Winter,Pre,-0.333275017,HR,Zero
1/11/2011,2011,1,11,No CC,CC,Winter,Pre,-0.535405085,HR,Zero
1/12/2011,2011,1,12,No CC,CC,Winter,Pre,-0.482339571,HR,Elevated
1/13/2011,2011,1,13,No CC,CC,Winter,Pre,-0.48430626,HR,Elevated
1/14/2011,2011,1,14,No CC,CC,Winter,Pre,-0.433089259,HR,Zero
1/15/2011,2011,1,15,No CC,CC,Winter,Pre,-0.386652612,HR,Zero
1/17/2011,2011,1,17,No CC,CC,Winter,Pre,-0.443744552,HR,Zero
1/18/2011,2011,1,18,No CC,CC,Winter,Pre,-0.909942974,HR,Elevated
1/26/2011,2011,1,26,No CC,CC,Winter,Pre,-0.691995477,HR,Zero
1/27/2011,2011,1,27,No CC,CC,Winter,Pre,-0.538890339,HR,Zero
1/28/2011,2011,1,28,No CC,CC,Winter,Pre,-0.646075756,HR,Elevated
1/29/2011,2011,1,29,No CC,CC,Winter,Pre,-0.565130093,HR,Zero
1/30/2011,2011,1,30,No CC,CC,Winter,Pre,-0.293959221,HR,Zero
1/31/2011,2011,1,31,No CC,CC,Winter,Pre,-0.452130492,HR,Zero
2/1/2011,2011,2,1,No CC,CC,Winter,Pre,-1.189770932,HR,Elevated
2/2/2011,2011,2,2,No CC,CC,Winter,Pre,-1.855701586,HR,Elevated
2/3/2011,2011,2,3,No CC,CC,Winter,Pre,-1.701493451,HR,Elevated
2/4/2011,2011,2,4,No CC,CC,Winter,Pre,-1.795220125,HR,Zero
2/6/2011,2011,2,6,No CC,CC,Winter,Pre,-1.71359562,HR,Elevated
2/7/2011,2011,2,7,No CC,CC,Winter,Pre,-1.354080373,HR,Elevated
2/8/2011,2011,2,8,No CC,CC,Winter,Pre,-1.469798526,HR,Elevated
2/9/2011,2011,2,9,No CC,CC,Winter,Pre,-1.780826854,HR,Zero
2/10/2011,2011,2,10,No CC,CC,Winter,Pre,-1.888026195,HR,Zero
2/11/2011,2011,2,11,No CC,CC,Winter,Pre,-1.67945836,HR,Zero
2/18/2011,2011,2,18,No CC,CC,Winter,Pre,-2.754095049,HR,Zero
2/19/2011,2011,2,19,No CC,CC,Winter,Pre,-3.84227901,HR,Zero
2/20/2011,2011,2,20,No CC,CC,Winter,Pre,-3.397955201,HR,Zero
2/21/2011,2011,2,21,No CC,CC,Winter,Pre,-1.890560012,HR,Elevated
2/22/2011,2011,2,22,No CC,CC,Winter,Pre,-2.418302905,HR,Elevated
2/23/2011,2011,2,23,No CC,CC,Winter,Pre,-2.297768226,HR,Zero
2/24/2011,2011,2,24,No CC,CC,Winter,Pre,-2.028121035,HR,Elevated
2/25/2011,2011,2,25,No CC,CC,Winter,Pre,-1.651982485,HR,Elevated
2/26/2011,2011,2,26,No CC,CC,Winter,Pre,-1.15054718,HR,Zero
2/28/2011,2011,2,28,No CC,CC,Winter,Pre,-4.723695972,HR,Elevated
3/1/2011,2011,3,1,Late CC,CC,Winter,Pre,-3.122496567,HR,Zero
3/2/2011,2011,3,2,Late CC,CC,Winter,Pre,-1.750451319,HR,Zero
3/3/2011,2011,3,3,Late CC,CC,Winter,Pre,-1.416503294,HR,Zero
3/4/2011,2011,3,4,Late CC,CC,Winter,Pre,-3.468810907,HR,Zero
3/5/2011,2011,3,5,Late CC,CC,Winter,Pre,-2.333253932,HR,High
3/6/2011,2011,3,6,Late CC,CC,Winter,Pre,-3.923955197,HR,Elevated
3/7/2011,2011,3,7,Late CC,CC,Winter,Pre,-2.031678907,HR,Zero
3/8/2011,2011,3,8,Late CC,CC,Winter,Pre,-2.728259296,HR,Zero
3/9/2011,2011,3,9,Late CC,CC,Winter,Pre,-2.638411652,HR,Elevated
3/14/2011,2011,3,14,Late CC,CC,Winter,Pre,-1.265922626,HR,Zero
3/15/2011,2011,3,15,Late CC,CC,Winter,Pre,-2.016948611,HR,Elevated
3/16/2011,2011,3,16,Late CC,CC,Winter,Pre,-1.149534274,HR,Elevated
3/17/2011,2011,3,17,Late CC,CC,Winter,Pre,-1.165804249,HR,Zero
3/18/2011,2011,3,18,Late CC,CC,Winter,Pre,-0.340660902,HR,Zero
3/19/2011,2011,3,19,Late CC,CC,Winter,Pre,-0.549178865,HR,Zero
3/20/2011,2011,3,20,Late CC,CC,Winter,Pre,-1.334124356,HR,Zero
3/21/2011,2011,3,21,Late CC,CC,Winter,Pre,-1.099102201,HR,Elevated
3/22/2011,2011,3,22,Late CC,CC,Winter,Pre,-1.871541559,HR,Elevated
3/23/2011,2011,3,23,Late CC,CC,Winter,Pre,-1.811745478,HR,Elevated
3/28/2011,2011,3,28,Late CC,CC,Winter,Pre,-0.138639309,HR,Zero
